ORGANISMO / CONSEJERÍA;CENTRO GESTOR;ID OPTE CENTRO DE GASTO;CENTRO DE GASTO;CÓDIGO INTERNO;ID OPTE CENTRO DE CONSUMO;CENTRO DE CONSUMO;TIPO DE CENTRO DE CONSUMO;C.I.F.;DIRECCIÓN;SUPERFICIE CONSTRUIDA;OCUPACIÓN;CUPs E;CUPs GN;GSL;TIPO DE CENTRO A NIVEL DE ADMINISTRACIÓN AUTONÓMICA;CÓDIGO MUNICIPIO DIRECCIÓN;MUNICIPIO DIRECCIÓN;COORDENADA X LONGITUD;COORDENADA Y LATITUD;REFERENCIA CATASTRAL 1;REFERENCIA CATASTRAL 2;REFERENCIA CATASTRAL 3;REFERENCIA CATASTRAL 4;REFERENCIA CATASTRAL 5;REFERENCIA CATASTRAL 6;REFERENCIA CATASTRAL 7;Posición
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;241;04013001 - ST MEDIO AMBIENTE LE;;4520;BOCA DE HUÉRGANO - POLÍGONO INDUSTRIAL, 8 BAJO.;OFICINAS;S4711001J;PLGO INDUSTRIAL, 8, BAJO BOCA DE HUERGANO 24911 BOCA DE HUERGANO (LEÓN);0;;1;;;C. ADMINISTRATIVOS;24020;BOCA DE HUÉRGANO;-4.926725;42.973901;;;;;;;;42.973901, -4.926725
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;241;04013001 - ST MEDIO AMBIENTE LE;;4524;CUETO - PBDO-0082-SANCEDO;HELIPUERTO;S4711001J;PBDO. CUETO, 82 - CA - SANCEDO - LEÓN 24545 SANCEDO (LEÓN);0;;1;;;OTROS;24143;SANCEDO;-6.636421;42.667509;;;;;;;;42.667509, -6.636421
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;241;04013001 - ST MEDIO AMBIENTE LE;;4503;LAS SALAS - REFUGIO PESCA;REFUGIO;S4711001J;C/ REFUGIO ICONA, S/N, BAJO 1 CREMENES 24990 CREMENES (LEÓN);0;;1;;;OTROS;24060;CRÉMENES;-5.143858;42.903569;;;;;;;;42.903569, -5.143858
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;241;04013001 - ST MEDIO AMBIENTE LE;;4515;MANZANEDA - VIVERO FORESTAL - RIEGOS;VIVERO;S4711001J;C/ VIVERO MANZANEDA, S/N, BAJO 2 GARRAFE DE TORIO - VIVERO-RIEGOS 24820 GARRAFE DE TORIO (LEÓN);0;;1;;;OTROS;24076;GARRAFE DE TORÍO;-5.510743;42.732313;;;;;;;;42.732313, -5.510743
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;241;04013001 - ST MEDIO AMBIENTE LE;;4514;PISCIFACTORÍA VEGAS DEL CONDADO C/DEL RIO S/N.;PISCIFACTORIA;S4711001J;C/ DEL RIO, S/N BAJO 1 VEGAS DEL CONDADO - PISCIFACTORIA 24153 VEGAS DEL CONDADO (LEÓN);0;;;;;OTROS;24201;VEGAS DEL CONDADO;-5.364513;42.682963;;;;;;;;42.682963, -5.364513
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;241;04013001 - ST MEDIO AMBIENTE LE;;4523;RABANAL DEL CAMINO PBDO-1111-HELI - STACOL.;HELIPUERTO;S4711001J;PBDO. CAMPO DE FUTBOL, 1111 - HELIPUERTO - SANTA COLOMBA DE SOMOZA - LE 24722 SANTA COLOMBA DE SOMOZA (LEÓN);0;;1;;;OTROS;24152;SANTA COLOMBA DE SOMOZA;-6.244895;42.4454;;;;;;;;42.4454, -6.244895
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;241;04013001 - ST MEDIO AMBIENTE LE;;4512;RIELLO - CUETO ROSALES 0001-INCENDIOS;INCENDIOS, RIEGOS, CENTRO CINEGÉTICO, EMISORA, TORRE VIGILANCIA;S4711001J;PARAJE CUETO DE ROSALES, 1 - INCENDIOS - RIELLO - LEÓN 24127 RIELLO (LEÓN);0;;1;;;OTROS;24132;RIELLO;-6.042222;42.772222;;;;;;;;42.772222, -6.042222
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;241;04013001 - ST MEDIO AMBIENTE LE;;4511;RIELLO - CUETO ROSALES 8100-REFUGIO;REFUGIO;S4711001J;C/ ROSALES, 81 - REFUGIO - RIELLO - LEÓN 24132 RIELLO (LEÓN);0;;1;;;OTROS;24132;RIELLO;-5.945264;42.773941;;;;;;;;42.773941, -5.945264
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;241;04013001 - ST MEDIO AMBIENTE LE;;4510;TRUCHAS - PBDO TRUCHAS 0115;OFICINAS;S4711001J;PBDO. TRUCHAS, 115 - 11 - TRUCHAS - LEÓN 24740 TRUCHAS (LEÓN);0;;1;;;C. ADMINISTRATIVOS;24172;TRUCHAS;-6.43387;42.260049;;;;;;;;42.260049, -6.43387
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;233;04014000 - ST MOVILIDAD Y TRANSFORMA PA;;4387;ESPACIO DIGITAL CASTILLA Y LEON ANTIGUO;ESPACIO DIGITAL;S4711001J;CL SAN MARCOS, 3, BAJO 4 34001 PALENCIA (PALENCIA);0;;;;;C. ADMINISTRATIVOS;34120;PALENCIA;-4.535021;42.009572;;;;;;;;42.009572, -4.535021
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;233;04014000 - ST MOVILIDAD Y TRANSFORMA PA;;4386;ESTACIÓN PESAJE DUEÑAS;INCENDIOS, RIEGOS, CENTRO CINEGÉTICO, EMISORA, TORRE VIGILANCIA;S4711001J;CR BURGOS PORTUGAL - DCHA., S/N, BAJO. 34210 DUEÑAS (PALENCIA);0;;1;;;OTROS;34069;DUEÑAS;-4.551949;41.850568;;;;;;;;41.850568, -4.551949
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;233;04014000 - ST MOVILIDAD Y TRANSFORMA PA;;4789;PARQUE DE MAQUINARIA DE PALENCIA -NAVE-;PARQUE MAQUINARIA;S4711001J;AV ASTURIAS 26, BAJO 1 34005 PALENCIA (PALENCIA);;;1;;;OTROS;34120;PALENCIA;-4.548621;42.025313;;;;;;;;42.025313, -4.548621
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;233;04014000 - ST MOVILIDAD Y TRANSFORMA PA;;4388;PARQUE MAQUINARIA (SALDAÑA);PARQUE MAQUINARIA;S4711001J;AV JOSE QUINTANA 20-5, BAJO 1 34100 SALDAÑA (PALENCIA);0;;1;;;OTROS;34157;SALDAÑA;-4.739326;42.52156;;;;;;;;42.52156, -4.739326
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;233;04014000 - ST MOVILIDAD Y TRANSFORMA PA;;7670;SEMAFORO PUENTE REQUEJADA-VAÑES;INCENDIOS, RIEGOS, CENTRO CINEGÉTICO, EMISORA, TORRE VIGILANCIA;S4711001J;CTRA  CL-627 (PUENTE REQUEJADA-VAÑES) S/N 34846 CERVERA DE PISUERGA (PALENCIA);;;1;;;OTROS;34056;CERVERA DE PISUERGA;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;247;04014001 - ST MEDIO AMBIENTE PA;;4740;CASA FORESTAL DE ALBA DE LOS CARDAÑOS;CASA FORESTAL;S4711001J;BO CASTRO LA IGLESIA 46 34888 ALBA DE LOS CARDAÑOS (PALENCIA);93;;1;;;OTROS;34199;VELILLA DEL RÍO CARRIÓN;-4.7273995;42.9089114;;;;;;;;42.9089114, -4.7273995
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;247;04014001 - ST MEDIO AMBIENTE PA;;4531;CASA FORESTAL DE CERVERA;ALMACÉN;S4711001J;C/ EL ROBÓN 1 BAJO 34840 CERVERA DE PISUERGA (PALENCIA);0;;1;;;OTROS;34056;CERVERA DE PISUERGA;-4.498239;42.865771;;;;;;;;42.865771, -4.498239
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;247;04014001 - ST MEDIO AMBIENTE PA;;6536;CASA FORESTAL VAÑES;CASA FORESTAL;S4711001J;CARRETERA DE POTES Nº 2  34846 VAÑES (PALENCIA);;;1;;;OTROS;34056;CERVERA DE PISUERGA;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;247;04014001 - ST MEDIO AMBIENTE PA;;7739;NAVE VEHICULOS AUTOBOMBA CERVERA DE PISUERGA;INCENDIOS, RIEGOS, CENTRO CINEGÉTICO, EMISORA, TORRE VIGILANCIA;S4711001J;C/ LA DEHESA, 30 34840 CERVERA DE PISUERGA (PALENCIA);;;1;;;OTROS;34056;CERVERA DE PISUERGA;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;247;04014001 - ST MEDIO AMBIENTE PA;;4533;OFICINA COMARCAL DE AGUILAR DE CAMPOO;OFICINAS;S4711001J;C/ VIRGEN DEL LLANO 21 BAJO 34800 AGUILAR DE CAMPOO (PALENCIA);60;8;1;;;C. ADMINISTRATIVOS;34004;AGUILAR DE CAMPOO;-4.269356;42.789596;;;;;;;;42.789596, -4.269356
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;247;04014001 - ST MEDIO AMBIENTE PA;;4527;OFICINA COMARCAL DE GUARDO;OFICINAS;S4711001J;AVDA. ASTURIAS 61 34880 GUARDO (PALENCIA);0;7;1;;;C. ADMINISTRATIVOS;34080;GUARDO;-4.845918;42.794043;;;;;;;;42.794043, -4.845918
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;247;04014001 - ST MEDIO AMBIENTE PA;;4526;OFICINA COMARCAL DE PALENCIA;OFICINAS;S4711001J;CTRA. EL MONTE KM 7  34001 PALENCIA (PALENCIA);0;8;1;;;C. ADMINISTRATIVOS;34120;PALENCIA;-4.532791;42.012401;;;;;;;;42.012401, -4.532791
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;234;04015000 - ST MOVILIDAD Y TRANSFORMA SA;;4396;ARCHIVO RODASVIEJAS BAJO L1;ARCHIVO;S4711001J;C/ RODASVIEJAS, 9, ESC. 1, BAJO L1 37008 SALAMANCA (SALAMANCA);91;;1;;;OTROS;37274;SALAMANCA;-5.671506;40.944889;;;;;;;;40.944889, -5.671506
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;234;04015000 - ST MOVILIDAD Y TRANSFORMA SA;;4402;PARQUE DE MAQUINARIA CIUDAD RODRIGO;PARQUE MAQUINARIA;S4711001J;CTRA N-620, KM 322 37500 CIUDAD-RODRIGO (SALAMANCA);573;;1;;;OTROS;37107;CIUDAD RODRIGO;-6.518355;40.612421;;;;;;;;40.612421, -6.518355
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;234;04015000 - ST MOVILIDAD Y TRANSFORMA SA;;4399;PARQUE DE MAQUINARIA SALAMANCA;PARQUE MAQUINARIA;S4711001J;AVDA AGUSTINOS RECOLETOS, 115, BAJO 37005 SALAMANCA (SALAMANCA);1490;;1;;;OTROS;37274;SALAMANCA;-5.665306709;40.98464692;5806704TL7450F0001RA;;;;;;;40.98464692, -5.665306709
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;234;04015000 - ST MOVILIDAD Y TRANSFORMA SA;;4401;PARQUE DE MAQUINARIA VITIGUDINO;PARQUE MAQUINARIA;S4711001J;CTRA SA-321, KM 1,7 37210 VITIGUDINO (SALAMANCA);756;;1;;;OTROS;37376;VITIGUDINO;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;238;04015001 - ST MEDIO AMBIENTE SA;;7640;BASE AUTOBOMBA MIRANDA DEL CASTAÑAR;NAVE;S4711001J;ER EXTRARRADIO, 18  ANTIGUO MATADERO 37660 MIRANDA DEL CASTAÑAR (SALAMANCA);200;8;1;;;OTROS;37193;MIRANDA DEL CASTAÑAR;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;238;04015001 - ST MEDIO AMBIENTE SA;;4540;CASA FORESTAL MONSAGRO;CASA FORESTAL;S4711001J;C/ CALVARIO,12 37532 MONSAGRO (SALAMANCA);0;;1;;;OTROS;37199;MONSAGRO;-6.271556;40.505255;;;;;;;;40.505255, -6.271556
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;238;04015001 - ST MEDIO AMBIENTE SA;;4706;CENTRO DE CAZADORES;REFUGIO;S4711001J;PL POLÍGONO SIETE, PARCELA 288, BAJO CABACO (EL) (SALAMANCA);;;1;;;OTROS;37061;CABACO (EL);-6.125861;40.564785;;;;;;;;40.564785, -6.125861
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;238;04015001 - ST MEDIO AMBIENTE SA;;7722;NUEVO ALMACEN REFUGIO MONTE MARIO;ALMACÉN;S4711001J;PS DOCTOR TORRES VI, PROX 21, BAJO 1 37006 BEJAR (SALAMANCA);25;;1;;;OTROS;37046;BÉJAR;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;238;04015001 - ST MEDIO AMBIENTE SA;;7641;OFICINA COMARCAL DE PEÑARANDA;OFICINAS;S4711001J;CL PARQUE OBRAS PÚBLICAS, 3 PARQUE MAQUINARIA PEÑARANDA DE BRACAMONTE (SALAMANCA);200;8;;;;C. ADMINISTRATIVOS;37246;PEÑARANDA DE BRACAMONTE;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;238;04015001 - ST MEDIO AMBIENTE SA;;4550;OFICINA COMARCAL VITIGUDINO;OFICINAS;S4711001J;C/ SANTA ANA, 45 37210 VITIGUDINO (SALAMANCA);0;;1;;;C. ADMINISTRATIVOS;37376;VITIGUDINO;-6.436168;41.006577;;;;;;;;41.006577, -6.436168
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;238;04015001 - ST MEDIO AMBIENTE SA;;4537;VIVERO FORESTAL CABRERIZOS;VIVERO;S4711001J;CRTA. ALDEALENGUA, 2  37193 CABRERIZOS (SALAMANCA);0;;1;;;OTROS;37067;CABRERIZOS;-5.611583;40.974689;;;;;;;;40.974689, -5.611583
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;235;04016000 - ST MOVILIDAD Y TRANSFORMA SG;;4410;ALUMBRADO CTRA VILLALBA SAN ILDEFONSO (ES0022000008817374FN1P);ALUMBRADO PÚBLICO;S4711001J;CTRA. VILLALBA. SAN ILDEFONSO O LA GRANJA (SEGOVIA);0;;1;;;OTROS;40181;SAN ILDEFONSO;-4.009576;40.900313;;;;;;;;40.900313, -4.009576
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;235;04016000 - ST MOVILIDAD Y TRANSFORMA SG;;4972;ALUMBRADO CUÉLLAR (ES0022000009020815CH1P);ALUMBRADO PÚBLICO;S4711001J;CL VALLADOLID, 0020 40200 CUELLAR (SEGOVIA);;;1;;;OTROS;40063;CUÉLLAR;-4.313161;41.399261;;;;;;;;41.399261, -4.313161
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;235;04016000 - ST MOVILIDAD Y TRANSFORMA SG;;4408;ALUMBRADO PALAZUELOS ERESMA (ES0022000008324874FB1P);ALUMBRADO PÚBLICO;S4711001J;CTRA. CL601 URB. PEÑAS DEL ERIZO. PALAZUELOS DE ERESMA (SEGOVIA);0;;1;;;OTROS;40155;PALAZUELOS DE ERESMA;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;235;04016000 - ST MOVILIDAD Y TRANSFORMA SG;;7674;ALUMBRADO PÚBLICO GLORIETA LAS SERILLAS;ALUMBRADO PÚBLICO;S4711001J;CRA SEGOVIA-AREVALO , 9014 PU BL IC - SEGOVIA 40196 SERILLAS (LAS) (SEGOVIA);;;1;;;OTROS;40194;SEGOVIA;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;235;04016000 - ST MOVILIDAD Y TRANSFORMA SG;;4416;BASCULA VILLACASTÍN;BÁSCULA;S4711001J;CL EXTRARRADIO, 59 CARRETERA NACIONAL VI 40150 VILLACASTIN (SEGOVIA);25;0;1;;;OTROS;40225;VILLACASTÍN;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;235;04016000 - ST MOVILIDAD Y TRANSFORMA SG;;4413;CENTRO CONTROL CALIDAD (ES0022000005220869ZV1P);LABORATORIO;S4711001J;C/ NAVACERRADA, 8  40006 SEGOVIA (SEGOVIA);599;0;1;;;LABORATORIO;40194;SEGOVIA;-4.11327;40.926156;;;;;;;;40.926156, -4.11327
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;235;04016000 - ST MOVILIDAD Y TRANSFORMA SG;;4414;PARQUE NAVA DE LA ASUNCIÓN 1;PARQUE MAQUINARIA;S4711001J;AVDA. BALONMANO NAVA, 29 40450 NAVA DE LA ASUNCION (SEGOVIA);969;6;1;;;OTROS;40138;NAVA DE LA ASUNCIÓN;-4.496671;41.150873;;;;;;;;41.150873, -4.496671
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;242;04016001 - ST MEDIO AMBIENTE SG;;4831;ALMACÉN CEREBOSMA;ALMACÉN;S4711001J;CL EXTRARRADIO 265 40480 COCA (SEGOVIA);;;1;;;OTROS;40057;COCA;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;242;04016001 - ST MEDIO AMBIENTE SG;;4554;CENTRO FORESTAL LA ERMITA;CENTRO FORESTAL;S4711001J;CTRA. CUÉLLAR, 201 FORESTAL 40320 CANTALEJO (SEGOVIA);0;;1;;;OTROS;40040;CANTALEJO;-3.933171;41.261987;;;;;;;;41.261987, -3.933171
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;242;04016001 - ST MEDIO AMBIENTE SG;;4551;EL VIVERO LOS LAVADEROS;VIVERO;S4711001J;CTRA. ARÉVALO, S/N 40196 ZAMARRAMALA (SEGOVIA);0;8;1;;;OTROS;40194;SEGOVIA;-4.137683;40.969358;;;;;;;;40.969358, -4.137683
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;242;04016001 - ST MEDIO AMBIENTE SG;;4552;GARAJE RIAZA;GARAJE;S4711001J;CM TURRUBUELO 13 40500 RIAZA (SEGOVIA);0;;1;;;OTROS;40170;RIAZA;-3.485834;41.278696;;;;;;;;41.278696, -3.485834
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;242;04016001 - ST MEDIO AMBIENTE SG;;4560;LAS CASILLAS;HELIPUERTO;S4711001J;CL EXTRARRADIO 89  40500 RIAZA (SEGOVIA);0;;1;;;OTROS;40170;RIAZA;-3.488724;41.275793;;;;;;;;41.275793, -3.488724
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;242;04016001 - ST MEDIO AMBIENTE SG;;4833;OFICINA COMARCAL BOCEGUILLAS;OFICINAS;S4711001J;CL ARROYO MELGUERO 1 40560 BOCEGUILLAS (SEGOVIA);;;1;;;C. ADMINISTRATIVOS;40032;BOCEGUILLAS;-3.636494;41.335461;;;;;;;;41.335461, -3.636494
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;242;04016001 - ST MEDIO AMBIENTE SG;;4559;REPETIDOR EL ESPINAR;REPETIDOR;S4711001J;CAMINO APEADERO, 137 40400 ESPINAR (EL) (SEGOVIA);0;;1;;;OTROS;40076;ESPINAR (EL);-4.223083;40.729999;;;;;;;;40.729999, -4.223083
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;244;04017000 - ST MOVILIDAD Y TRANSFORMA SO;;4421;REPETIDOR MADRUERANO;REPETIDOR;S4711001J;C/. REPETIDOR, S/N. RETORTILLO DE SORIA (SORIA);0;;1;;;OTROS;42155;RETORTILLO DE SORIA;-2.98068;41.310741;;;;;;;;41.310741, -2.98068
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;243;04017001 - ST MEDIO AMBIENTE SO;;7726;CASA FORESTAL MURIEL VIEJO;CASA FORESTAL;S4711001J;C/ SAN ROQUE, 4, BAJO 42148 MURIEL VIEJO (SORIA);;;;;;OTROS;42125;MURIEL VIEJO;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;243;04017001 - ST MEDIO AMBIENTE SO;;4561;CASA FORESTAL VINUESA;CASA FORESTAL;S4711001J;CL FUENTE SALADA 4 42150 VINUESA (SORIA);195;;1;;;OTROS;42215;VINUESA;-2.764766;41.907991;;;;;;;;41.907991, -2.764766
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;243;04017001 - ST MEDIO AMBIENTE SO;;4578;CENTRO DE SERVICIOS EL QUINTANAREJO;INCENDIOS, RIEGOS, CENTRO CINEGÉTICO, EMISORA, TORRE VIGILANCIA;S4711001J;FICT.CASA FORESTAL, S/N 42156 QUINTANAREJO (EL) (SORIA);916;;;;;OTROS;42215;VINUESA;-2.777492;41.97252;;;;;;;;41.97252, -2.777492
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;243;04017001 - ST MEDIO AMBIENTE SO;;4581;GARAJE ALMAZÁN;GARAJE;S4711001J;AV LA ESTACIÓN BAJO 42200 ALMAZAN (SORIA);219;;1;;;OTROS;42020;ALMAZÁN;-2.527296;41.489601;;;;;;;;41.489601, -2.527296
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;243;04017001 - ST MEDIO AMBIENTE SO;;4563;GARAJE SAN LEONARDO;GARAJE;S4711001J;CL CUESTA CUBILLO 3 42140 SAN LEONARDO DE YAGÜE (SORIA);54;;1;;;OTROS;42164;SAN LEONARDO DE YAGÜE;-3.06703;41.831152;;;;;;;;41.831152, -3.06703
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;243;04017001 - ST MEDIO AMBIENTE SO;;7685;MURIEL VIEJO;VIVIENDA;S4711001J;CL SAN ROQUE 4 MURIEL VIEJO (SORIA);;;;;;OTROS;42125;MURIEL VIEJO;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;243;04017001 - ST MEDIO AMBIENTE SO;;4567;MURIEL VIEJO ALMACÉN;OFICINAS;S4711001J;CL MURIEL VIEJO 231 42148 MURIEL VIEJO (SORIA);216;;1;;;C. ADMINISTRATIVOS;42125;MURIEL VIEJO;-2.912602;41.778556;;;;;;;;41.778556, -2.912602
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;243;04017001 - ST MEDIO AMBIENTE SO;;4579;OFICINA COMARCAL NAVALENO;OFICINAS;S4711001J;CR CANICOSA 28 42156 NAVALENO (SORIA);1568;10;1;;;C. ADMINISTRATIVOS;42129;NAVALENO;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;243;04017001 - ST MEDIO AMBIENTE SO;;4584;OFICINA COMARCAL SAN PEDRO MANRIQUE;OFICINAS;S4711001J;CL CARRERA MEDIANA 10 42165 SAN PEDRO MANRIQUE (SORIA);2540;17;1;;;C. ADMINISTRATIVOS;42165;SAN PEDRO MANRIQUE;-2.230766;42.026555;;;;;;;;42.026555, -2.230766
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;243;04017001 - ST MEDIO AMBIENTE SO;;4576;PINAR GRANDE (ANTIGUA ESTACIÓN);CENTRO FORESTAL;S4711001J;CL PINAR GRANDE (ANTIGUA ES) S/N 42149 NAVALENO (SORIA);0;;1;;;OTROS;42129;NAVALENO;-3.004574;41.837164;;;;;;;;41.837164, -3.004574
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;243;04017001 - ST MEDIO AMBIENTE SO;;4564;VALDENEBRO;CASA FORESTAL;S4711001J;MT VIVERO S/N 42313 VALDENEBRO (SORIA);0;;1;;;OTROS;42195;VALDENEBRO;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;243;04017001 - ST MEDIO AMBIENTE SO;;4575;VIVERO VALONSADERO;VIVERO;S4711001J;CR CARRETERA DE BURGOS S/N 42001 SORIA (SORIA);320;;1;;;OTROS;42173;SORIA;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;236;04018000 - ST MOVILIDAD Y TRANSFORMA VA;;4965;BASCULA SIMANCAS;BÁSCULA;S4711001J;CR AUTOVIA DE CASTIL, KM 132,9, BAJO A 47130 SIMANCAS (VALLADOLID);;;1;;;OTROS;47161;SIMANCAS;-4.830331;41.591961;;;;;;;;41.591961, -4.830331
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;236;04018000 - ST MOVILIDAD Y TRANSFORMA VA;;4433;BÁSCULA TORDESILLAS;PARQUE MAQUINARIA;S4711001J;CTRA. MADRID-CORUÑA PARTE IZ. BJ 1 47100 TORDESILLAS (VALLADOLID);2;;1;;;OTROS;47165;TORDESILLAS;-5.005462;41.502692;;;;;;;;41.502692, -5.005462
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;236;04018000 - ST MOVILIDAD Y TRANSFORMA VA;;4964;ROTONDA PARQUE TECNOLOGICO;ALUMBRADO PÚBLICO;S4711001J;CR LAS MARICAS, KM 3,7, BAJO 47151 BOECILLO (VALLADOLID);;;1;;;OTROS;47023;BOECILLO;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;239;04018001 - ST MEDIO AMBIENTE VA;;4594;ANTENA  PESQUERA DUERO;ANTENA;S4711001J;CTRA. PEÑAFIEL VALORIA LA BUENA KM.12,3 47315 PESQUERA DE DUERO (VALLADOLID);0;;1;;;OTROS;47116;PESQUERA DE DUERO;;;;;;;;;;
